ユら戳,,戳る(秅),秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,Θユ秖,挡衡基,ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基
2000/1/19,TF,200002,1091,1093.8,1076.8,1076.8,-16.2,-1.48%,128,1076.8,318,1076.2,1076.8,1118,1020
2000/1/19,TF,200003,-,-,-,-,-,-,-,1017,7,-,-,1041,933.4
2000/1/19,TF,200006,-,-,-,-,-,-,-,1048.2,1,-,-,980,980
2000/1/19,TF,200009,-,-,-,-,-,-,-,1038.2,0,-,-,-,-
2000/1/19,TE,200001,481.05,484.85,472.5,473.3,-11.55,-2.38%,475,473.3,1212,473.3,473.5,497,384
2000/1/19,TE,200002,485,488,476.5,476.5,-12.6,-2.58%,812,476.5,1069,476.25,476.5,500,413
2000/1/19,TE,200003,487,487,478,478,-9.9,-2.03%,13,478,28,475.3,481,493,368
2000/1/19,TE,200006,489,489,486.1,486.1,0.25,0.05%,3,486.1,3,481,493,489,364.8
2000/1/19,TE,200009,-,-,-,-,-,-,-,474.85,1,-,-,397,373
2000/1/20,TX,200002,9217,9269,9173,9269,49,0.53%,2124,9269,2892,9265,9269,9498,7805
2000/1/20,TX,200003,9267,9283,9171,9283,33,0.36%,32,9283,150,9270,9290,9470,6930
2000/1/20,TX,200006,9301,9350,9251,9311,-19,-0.20%,20,9348,147,9310,9373,9535,6962
2000/1/20,TX,200009,9321,9322,9321,9322,-34,-0.36%,2,9333,5,9300,9500,9322,7600
2000/1/20,TX,200012,-,-,-,-,-,-,-,9585,0,-,-,-,-
2000/1/20,TF,200002,1081,1085,1070.2,1077,0.2,0.02%,181,1077,410,1077,1078,1118,1020
2000/1/20,TF,200003,1066,1088,1066,1087.8,70.8,6.96%,7,1082.4,10,1078,1088,1088,933.4
2000/1/20,TF,200006,-,-,-,-,-,-,-,1048.4,1,-,-,980,980
2000/1/20,TF,200009,-,-,-,-,-,-,-,1038.4,0,-,-,-,-
2000/1/20,TF,200012,-,-,-,-,-,-,-,1095,0,-,-,-,-
2000/1/20,TE,200002,478.4,479.95,473.2,479.95,3.45,0.72%,982,479.95,1247,479.8,479.95,500,413
2000/1/20,TE,200003,477,480,477,479.5,1.5,0.31%,5,479.5,32,477,482,493,368
2000/1/20,TE,200006,480,480,480,480,-6.1,-1.25%,1,480,3,-,493,489,364.8
2000/1/20,TE,200009,-,-,-,-,-,-,-,478.3,1,-,-,397,373
2000/1/20,TE,200012,-,-,-,-,-,-,-,496.55,0,-,-,-,-
2000/1/21,TX,200002,9250,9399,9245,9350,81,0.87%,2278,9350,3071,9350,9355,9498,7805
2000/1/21,TX,200003,9298,9400,9265,9368,85,0.92%,85,9368,185,9368,9394,9470,6930
2000/1/21,TX,200006,9378,9449,9378,9449,101,1.08%,3,9431,146,9400,9579,9535,6962
2000/1/21,TX,200009,-,-,-,-,-,-,-,9414,5,-,-,9322,7600
2000/1/21,TX,200012,-,-,-,-,-,-,-,9666,0,-,-,-,-
2000/1/21,TF,200002,1078,1094.6,1078,1094.6,17.6,1.63%,184,1094.6,461,1094.2,1094.8,1118,1020
2000/1/21,TF,200003,1096,1097,1096,1097,14.6,1.35%,2,1097,10,1085,1147.8,1097,933.4
2000/1/21,TF,200006,-,-,-,-,-,-,-,1066,1,-,-,980,980
2000/1/21,TF,200009,-,-,-,-,-,-,-,1056,0,-,-,-,-
2000/1/21,TF,200012,-,-,-,-,-,-,-,1112.6,0,-,-,-,-
2000/1/21,TE,200002,479.95,490.3,479.9,485.6,5.65,1.18%,1132,485.6,1304,485.6,486,500,413
2000/1/21,TE,200003,486,486,486,486,6.5,1.36%,1,485.4,31,485.3,494.9,493,368
2000/1/21,TE,200006,498,498,498,498,18,3.75%,1,498,3,485.1,-,498,364.8
2000/1/21,TE,200009,-,-,-,-,-,-,-,483.95,1,-,-,397,373
2000/1/21,TE,200012,-,-,-,-,-,-,-,502.2,0,-,-,-,-
2000/1/24,TX,200002,9409,9498,9370,9498,148,1.58%,2128,9498,3142,9498,9499,9498,7805
2000/1/24,TX,200003,9368,9520,9368,9514,146,1.56%,64,9514,197,9492,9515,9520,6930
2000/1/24,TX,200006,9550,9599,9500,9599,168,1.78%,17,9599,140,9540,9655,9599,6962
2000/1/24,TX,200009,-,-,-,-,-,-,-,9562,5,-,-,9322,7600
2000/1/24,TX,200012,-,-,-,-,-,-,-,9814,0,-,-,-,-
2000/1/24,TF,200002,1095.6,1135,1095.6,1135,40.4,3.69%,379,1135,546,1135,1137.8,1135,1020
2000/1/24,TF,200003,1120,1149,1120,1149,52,4.74%,5,1138,10,1125,1163,1149,933.4
2000/1/24,TF,200006,-,-,-,-,-,-,-,1106.4,1,-,-,980,980
2000/1/24,TF,200009,-,-,-,-,-,-,-,1096.4,0,-,-,-,-
2000/1/24,TF,200012,-,-,-,-,-,-,-,1153,0,-,-,-,-
2000/1/24,TE,200002,488.95,492,487.2,489.1,3.5,0.72%,801,489.1,1411,489.1,489.2,500,413
2000/1/24,TE,200003,493.9,493.9,493.9,493.9,8.5,1.75%,1,493.9,31,489,494,493.9,368
2000/1/24,TE,200006,-,-,-,-,-,-,-,501.5,3,-,-,498,364.8
2000/1/24,TE,200009,-,-,-,-,-,-,-,487.45,1,-,-,397,373
2000/1/24,TE,200012,-,-,-,-,-,-,-,505.7,0,-,-,-,-
2000/1/25,TX,200002,9431,9452,9370,9452,-46,-0.48%,1735,9452,3270,9452,9455,9498,7805
2000/1/25,TX,200003,9460,9460,9380,9441,-73,-0.77%,52,9441,214,9441,9480,9520,6930
2000/1/25,TX,200006,9560,9560,9480,9535,-64,-0.67%,9,9570,143,9500,9598,9599,6962
2000/1/25,TX,200009,-,-,-,-,-,-,-,9516,5,-,-,9322,7600
2000/1/25,TX,200012,9500,9813,9500,9813,-1,-0.01%,2,9813,1,-,-,9813,9500
2000/1/25,TF,200002,1130,1132,1116,1119,-16,-1.41%,371,1119,699,1118.8,1119,1135,1020
2000/1/25,TF,200003,-,-,-,-,-,-,-,1122,10,-,-,1149,933.4
2000/1/25,TF,200006,-,-,-,-,-,-,-,1090.4,1,-,-,980,980
2000/1/25,TF,200009,-,-,-,-,-,-,-,1080.4,0,-,-,-,-
2000/1/25,TF,200012,-,-,-,-,-,-,-,1137,0,-,-,-,-
2000/1/25,TE,200002,485,489,483.05,488.45,-0.65,-0.13%,881,488.45,1664,488.2,488.45,500,413
2000/1/25,TE,200003,493.9,493.9,485.35,491.5,-2.4,-0.49%,9,491.5,34,487.3,492,493.9,368
2000/1/25,TE,200006,-,-,-,-,-,-,-,500.85,3,-,-,498,364.8
2000/1/25,TE,200009,-,-,-,-,-,-,-,486.8,1,-,-,397,373
2000/1/25,TE,200012,-,-,-,-,-,-,-,505.05,0,-,-,-,-
2000/1/26,TX,200002,9520,9760,9520,9722,270,2.86%,2952,9722,3051,9721,9722,9760,7805
2000/1/26,TX,200003,9500,9787,9500,9748,307,3.25%,178,9748,281,9738,9750,9787,6930
2000/1/26,TX,200006,9728,9777,9646,9777,207,2.16%,5,9823,145,9688,9800,9777,6962
2000/1/26,TX,200009,-,-,-,-,-,-,-,9786,5,-,-,9322,7600
2000/1/26,TX,200012,-,-,-,-,-,-,-,10083,1,-,-,9813,9500
2000/1/26,TF,200002,1135,1142,1122,1140,21,1.88%,494,1140,814,1140,1141.8,1142,1020
2000/1/26,TF,200003,1170,1185,1170,1180,58,5.17%,14,1180,20,1166,1182,1185,933.4
2000/1/26,TF,200006,-,-,-,-,-,-,-,1111.4,1,-,-,980,980
2000/1/26,TF,200009,-,-,-,-,-,-,-,1101.4,0,-,-,-,-
2000/1/26,TF,200012,-,-,-,-,-,-,-,1158,0,-,-,-,-
2000/1/26,TE,200002,522,522,492.6,509,20.55,4.21%,1429,509,1664,508.7,509,522,413
2000/1/26,TE,200003,512.2,512.5,504,512.5,21,4.27%,10,512.5,37,509.6,513,512.5,368
2000/1/26,TE,200006,-,-,-,-,-,-,-,521.4,3,-,-,498,364.8
2000/1/26,TE,200009,-,-,-,-,-,-,-,507.35,1,-,-,397,373
2000/1/26,TE,200012,-,-,-,-,-,-,-,525.6,0,-,-,-,-
2000/1/27,TX,200002,9750,9810,9690,9730,8,0.08%,2234,9730,3106,9730,9734,9810,7805
2000/1/27,TX,200003,9748,9820,9680,9755,7,0.07%,126,9755,318,9751,9785,9820,6930
2000/1/27,TX,200006,9820,9830,9820,9830,7,0.07%,6,9850,149,9830,9980,9830,6962
2000/1/27,TX,200009,-,-,-,-,-,-,-,9794,5,-,-,9322,7600
2000/1/27,TX,200012,-,-,-,-,-,-,-,10091,1,-,-,9813,9500
2000/1/27,TF,200002,1140,1175,1140,1158,18,1.58%,350,1158,815,1158,1159,1175,1020
2000/1/27,TF,200003,1180,1205,1180,1205,25,2.12%,25,1205,37,1185.2,1211.8,1205,933.4
2000/1/27,TF,200006,1189,1189,1189,1189,77.6,6.98%,1,1189,1,-,-,1189,980
2000/1/27,TF,200009,-,-,-,-,-,-,-,1119.4,0,-,-,-,-
2000/1/27,TF,200012,-,-,-,-,-,-,-,1176,0,-,-,-,-
2000/1/27,TE,200002,507.9,510.5,502,505.85,-3.15,-0.62%,1063,505.85,1883,505.85,505.9,522,413
2000/1/27,TE,200003,512.5,512.5,506,506.5,-6,-1.17%,18,506.5,49,506.2,509,512.5,368
2000/1/27,TE,200006,-,-,-,-,-,-,-,518.25,3,-,-,498,364.8
2000/1/27,TE,200009,-,-,-,-,-,-,-,504.2,1,-,-,397,373
2000/1/27,TE,200012,-,-,-,-,-,-,-,522.45,0,-,-,-,-
