['time:1197993600000', 'tradeDate:1197993600000', 'open:7848', 'high:8027', 'low:7809', 'close:8013', 'volume:31677']
['time:1192118400000', 'tradeDate:1192118400000', 'open:9688', 'high:9728', 'low:9447', 'close:9450', 'volume:56332']
['time:1193241600000', 'tradeDate:1193241600000', 'open:9568', 'high:9600', 'low:9496', 'close:9598', 'volume:42192']
['time:1178208000000', 'tradeDate:1178208000000', 'open:7973', 'high:8080', 'low:7960', 'close:8057', 'volume:42442']
['time:1178467200000', 'tradeDate:1178467200000', 'open:8101', 'high:8133', 'low:8082', 'close:8114', 'volume:30749']
['time:1194537600000', 'tradeDate:1194537600000', 'open:8971', 'high:9024', 'low:8856', 'close:8969', 'volume:56249']
['time:1178035200000', 'tradeDate:1178035200000', 'open:7854', 'high:7924', 'low:7850', 'close:7896', 'volume:31632']
['time:1178121600000', 'tradeDate:1178121600000', 'open:7943', 'high:7959', 'low:7843', 'close:7936', 'volume:46485']
['time:1178553600000', 'tradeDate:1178553600000', 'open:8114', 'high:8123', 'low:8063', 'close:8072', 'volume:34102']
['time:1178640000000', 'tradeDate:1178640000000', 'open:8080', 'high:8094', 'low:8040', 'close:8068', 'volume:34187']
['time:1186588800000', 'tradeDate:1186588800000', 'open:9160', 'high:9188', 'low:9078', 'close:9136', 'volume:53202']
['time:1196870400000', 'tradeDate:1196870400000', 'open:8789', 'high:8808', 'low:8670', 'close:8739', 'volume:43111']
['time:1188316800000', 'tradeDate:1188316800000', 'open:8470', 'high:8568', 'low:8437', 'close:8549', 'volume:37086']
['time:1185984000000', 'tradeDate:1185984000000', 'open:8882', 'high:8939', 'low:8566', 'close:8880', 'volume:116485']
['time:1190304000000', 'tradeDate:1190304000000', 'open:9021', 'high:9137', 'low:9010', 'close:9132', 'volume:37301']
['time:1187798400000', 'tradeDate:1187798400000', 'open:8700', 'high:8730', 'low:8635', 'close:8687', 'volume:36469']
['time:1187712000000', 'tradeDate:1187712000000', 'open:8366', 'high:8450', 'low:8347', 'close:8437', 'volume:41609']
['time:1187625600000', 'tradeDate:1187625600000', 'open:8420', 'high:8515', 'low:8312', 'close:8365', 'volume:67565']
['time:1187539200000', 'tradeDate:1187539200000', 'open:8215', 'high:8435', 'low:8211', 'close:8428', 'volume:55861']
['time:1188144000000', 'tradeDate:1188144000000', 'open:8750', 'high:8778', 'low:8620', 'close:8637', 'volume:29878']
['time:1187884800000', 'tradeDate:1187884800000', 'open:8660', 'high:8661', 'low:8582', 'close:8600', 'volume:30079']
['time:1186502400000', 'tradeDate:1186502400000', 'open:8850', 'high:9088', 'low:8843', 'close:9078', 'volume:52580']
['time:1179331200000', 'tradeDate:1179331200000', 'open:8000', 'high:8058', 'low:8000', 'close:8015', 'volume:37732']
['time:1179244800000', 'tradeDate:1179244800000', 'open:7932', 'high:7995', 'low:7932', 'close:7991', 'volume:15997']
['time:1167667200000', 'tradeDate:1167667200000', 'open:7880', 'high:7992', 'low:7880', 'close:7988', 'volume:31340']
['time:1179072000000', 'tradeDate:1179072000000', 'open:8063', 'high:8088', 'low:8021', 'close:8044', 'volume:31220']
['time:1167840000000', 'tradeDate:1167840000000', 'open:7973', 'high:7996', 'low:7936', 'close:7976', 'volume:32038']
['time:1167926400000', 'tradeDate:1167926400000', 'open:7975', 'high:7989', 'low:7828', 'close:7830', 'volume:48656']
['time:1178812800000', 'tradeDate:1178812800000', 'open:8029', 'high:8045', 'low:8003', 'close:8021', 'volume:34106']
['time:1178726400000', 'tradeDate:1178726400000', 'open:8098', 'high:8115', 'low:8072', 'close:8109', 'volume:26439']
['time:1168185600000', 'tradeDate:1168185600000', 'open:7799', 'high:7808', 'low:7726', 'close:7736', 'volume:36132']
['time:1168272000000', 'tradeDate:1168272000000', 'open:7750', 'high:7835', 'low:7750', 'close:7822', 'volume:36861']
['time:1171209600000', 'tradeDate:1171209600000', 'open:7840', 'high:7844', 'low:7784', 'close:7792', 'volume:31133']
['time:1171296000000', 'tradeDate:1171296000000', 'open:7785', 'high:7830', 'low:7742', 'close:7743', 'volume:35858']
['time:1171382400000', 'tradeDate:1171382400000', 'open:7809', 'high:7841', 'low:7776', 'close:7833', 'volume:27208']
['time:1179417600000', 'tradeDate:1179417600000', 'open:8015', 'high:8036', 'low:7971', 'close:8030', 'volume:30649']
['time:1194969600000', 'tradeDate:1194969600000', 'open:8960', 'high:8980', 'low:8910', 'close:8941', 'volume:37713']
['time:1195056000000', 'tradeDate:1195056000000', 'open:8922', 'high:8937', 'low:8863', 'close:8869', 'volume:30295']
['time:1195142400000', 'tradeDate:1195142400000', 'open:8663', 'high:8779', 'low:8623', 'close:8756', 'volume:44668']
['time:1194796800000', 'tradeDate:1194796800000', 'open:8715', 'high:8740', 'low:8573', 'close:8683', 'volume:58576']
['time:1194883200000', 'tradeDate:1194883200000', 'open:8675', 'high:8764', 'low:8560', 'close:8749', 'volume:57468']
['time:1195401600000', 'tradeDate:1195401600000', 'open:8780', 'high:8825', 'low:8616', 'close:8620', 'volume:41913']
['time:1190217600000', 'tradeDate:1190217600000', 'open:9022', 'high:9139', 'low:8965', 'close:9016', 'volume:50212']
['time:1187193600000', 'tradeDate:1187193600000', 'open:8300', 'high:8333', 'low:7990', 'close:8154', 'volume:86225']
['time:1187280000000', 'tradeDate:1187280000000', 'open:8101', 'high:8219', 'low:7810', 'close:7885', 'volume:79117']
['time:1187020800000', 'tradeDate:1187020800000', 'open:8860', 'high:9075', 'low:8825', 'close:8885', 'volume:55688']
['time:1187107200000', 'tradeDate:1187107200000', 'open:8710', 'high:8774', 'low:8551', 'close:8570', 'volume:28708']
['time:1186934400000', 'tradeDate:1186934400000', 'open:8896', 'high:8960', 'low:8842', 'close:8925', 'volume:47528']
['time:1186675200000', 'tradeDate:1186675200000', 'open:8860', 'high:8897', 'low:8733', 'close:8800', 'volume:64613']
['time:1184860800000', 'tradeDate:1184860800000', 'open:9460', 'high:9545', 'low:9433', 'close:9545', 'volume:54337']
['time:1180281600000', 'tradeDate:1180281600000', 'open:8151', 'high:8173', 'low:8140', 'close:8154', 'volume:20495']
['time:1180368000000', 'tradeDate:1180368000000', 'open:8153', 'high:8208', 'low:8125', 'close:8168', 'volume:36991']
['time:1185206400000', 'tradeDate:1185206400000', 'open:9550', 'high:9698', 'low:9538', 'close:9674', 'volume:64366']
['time:1185292800000', 'tradeDate:1185292800000', 'open:9606', 'high:9755', 'low:9594', 'close:9739', 'volume:61436']
['time:1185379200000', 'tradeDate:1185379200000', 'open:9739', 'high:9829', 'low:9525', 'close:9546', 'volume:98191']
['time:1185465600000', 'tradeDate:1185465600000', 'open:9320', 'high:9346', 'low:8961', 'close:8981', 'volume:107872']
['time:1179763200000', 'tradeDate:1179763200000', 'open:8132', 'high:8178', 'low:8119', 'close:8176', 'volume:34802']
['time:1179849600000', 'tradeDate:1179849600000', 'open:8199', 'high:8221', 'low:8178', 'close:8204', 'volume:29667']
['time:1172419200000', 'tradeDate:1172419200000', 'open:7901', 'high:7945', 'low:7899', 'close:7899', 'volume:14654']
['time:1179936000000', 'tradeDate:1179936000000', 'open:8188', 'high:8213', 'low:8162', 'close:8170', 'volume:30996']
['time:1180022400000', 'tradeDate:1180022400000', 'open:8115', 'high:8142', 'low:8095', 'close:8134', 'volume:29357']
['time:1168531200000', 'tradeDate:1168531200000', 'open:7689', 'high:7795', 'low:7687', 'close:7786', 'volume:43724']
['time:1168444800000', 'tradeDate:1168444800000', 'open:7725', 'high:7738', 'low:7594', 'close:7626', 'volume:46898']
['time:1168358400000', 'tradeDate:1168358400000', 'open:7739', 'high:7761', 'low:7670', 'close:7693', 'volume:42190']
['time:1168963200000', 'tradeDate:1168963200000', 'open:7756', 'high:7856', 'low:7711', 'close:7835', 'volume:23325']
['time:1168876800000', 'tradeDate:1168876800000', 'open:7824', 'high:7847', 'low:7785', 'close:7815', 'volume:31978']
['time:1168790400000', 'tradeDate:1168790400000', 'open:7816', 'high:7833', 'low:7746', 'close:7804', 'volume:32962']
['time:1170345600000', 'tradeDate:1170345600000', 'open:7785', 'high:7839', 'low:7781', 'close:7810', 'volume:34328']
['time:1169136000000', 'tradeDate:1169136000000', 'open:7880', 'high:7921', 'low:7856', 'close:7862', 'volume:34809']
['time:1169049600000', 'tradeDate:1169049600000', 'open:7864', 'high:7930', 'low:7840', 'close:7922', 'volume:41441']
['time:1170777600000', 'tradeDate:1170777600000', 'open:7886', 'high:7899', 'low:7860', 'close:7868', 'volume:20412']
['time:1170691200000', 'tradeDate:1170691200000', 'open:7791', 'high:7896', 'low:7791', 'close:7889', 'volume:35426']
['time:1170604800000', 'tradeDate:1170604800000', 'open:7770', 'high:7836', 'low:7760', 'close:7779', 'volume:27962']
['time:1197907200000', 'tradeDate:1197907200000', 'open:7680', 'high:7935', 'low:7677', 'close:7814', 'volume:76912']
['time:1194364800000', 'tradeDate:1194364800000', 'open:9363', 'high:9403', 'low:9265', 'close:9268', 'volume:42965']
['time:1193587200000', 'tradeDate:1193587200000', 'open:9780', 'high:9864', 'low:9755', 'close:9860', 'volume:37243']
['time:1194192000000', 'tradeDate:1194192000000', 'open:9210', 'high:9320', 'low:9090', 'close:9275', 'volume:53640']
['time:1197561600000', 'tradeDate:1197561600000', 'open:8150', 'high:8172', 'low:7860', 'close:8060', 'volume:93751']
['time:1193932800000', 'tradeDate:1193932800000', 'open:9457', 'high:9490', 'low:9203', 'close:9230', 'volume:63487']
['time:1193846400000', 'tradeDate:1193846400000', 'open:9815', 'high:9835', 'low:9562', 'close:9657', 'volume:62539']
['time:1197475200000', 'tradeDate:1197475200000', 'open:8450', 'high:8505', 'low:8103', 'close:8105', 'volume:75792']
['time:1192982400000', 'tradeDate:1192982400000', 'open:9358', 'high:9368', 'low:9234', 'close:9327', 'volume:47846']
['time:1193068800000', 'tradeDate:1193068800000', 'open:9389', 'high:9542', 'low:9371', 'close:9513', 'volume:37836']
['time:1193155200000', 'tradeDate:1193155200000', 'open:9580', 'high:9654', 'low:9412', 'close:9455', 'volume:49167']
['time:1190131200000', 'tradeDate:1190131200000', 'open:9110', 'high:9147', 'low:8893', 'close:8923', 'volume:41268']
['time:1193328000000', 'tradeDate:1193328000000', 'open:9644', 'high:9685', 'low:9602', 'close:9677', 'volume:36849']
['time:1194451200000', 'tradeDate:1194451200000', 'open:9063', 'high:9090', 'low:8820', 'close:8925', 'volume:62070']
['time:1185897600000', 'tradeDate:1185897600000', 'open:9065', 'high:9129', 'low:8640', 'close:8695', 'volume:116430']
['time:1186070400000', 'tradeDate:1186070400000', 'open:8968', 'high:9039', 'low:8900', 'close:8985', 'volume:67768']
['time:1182787200000', 'tradeDate:1182787200000', 'open:8901', 'high:8935', 'low:8808', 'close:8840', 'volume:43813']
['time:1197302400000', 'tradeDate:1197302400000', 'open:8609', 'high:8660', 'low:8568', 'close:8640', 'volume:45102']
['time:1186416000000', 'tradeDate:1186416000000', 'open:8999', 'high:9008', 'low:8767', 'close:8767', 'volume:58867']
['time:1186329600000', 'tradeDate:1186329600000', 'open:8700', 'high:8900', 'low:8682', 'close:8860', 'volume:52686']
['time:1181750400000', 'tradeDate:1181750400000', 'open:8397', 'high:8453', 'low:8383', 'close:8443', 'volume:37951']
['time:1181836800000', 'tradeDate:1181836800000', 'open:8491', 'high:8595', 'low:8471', 'close:8595', 'volume:41472']
['time:1197216000000', 'tradeDate:1197216000000', 'open:8695', 'high:8727', 'low:8548', 'close:8561', 'volume:46878']
['time:1181491200000', 'tradeDate:1181491200000', 'open:8301', 'high:8325', 'low:8292', 'close:8313', 'volume:23889']
['time:1181577600000', 'tradeDate:1181577600000', 'open:8330', 'high:8350', 'low:8304', 'close:8338', 'volume:32051']
['time:1181664000000', 'tradeDate:1181664000000', 'open:8311', 'high:8353', 'low:8305', 'close:8331', 'volume:27311']
['time:1185811200000', 'tradeDate:1185811200000', 'open:9010', 'high:9203', 'low:9008', 'close:9176', 'volume:71135']
['time:1185724800000', 'tradeDate:1185724800000', 'open:8942', 'high:9033', 'low:8860', 'close:8990', 'volume:90159']
['time:1175011200000', 'tradeDate:1175011200000', 'open:7816', 'high:7833', 'low:7736', 'close:7750', 'volume:38366']
['time:1175097600000', 'tradeDate:1175097600000', 'open:7735', 'high:7855', 'low:7704', 'close:7838', 'volume:42427']
['time:1180540800000', 'tradeDate:1180540800000', 'open:8199', 'high:8200', 'low:8145', 'close:8171', 'volume:33935']
['time:1174838400000', 'tradeDate:1174838400000', 'open:7874', 'high:7891', 'low:7844', 'close:7883', 'volume:18563']
['time:1174924800000', 'tradeDate:1174924800000', 'open:7858', 'high:7940', 'low:7812', 'close:7824', 'volume:44457']
